Date,Country,Close,Return,Return_30,Vol_30,Momentum,Cluster
2013-07-31,Chile,34.467140197753906,-0.0045034126511586114,-0.0033757215412386038,0.019924259468042202,-0.1017250776005556,0
2013-08-01,Chile,35.346012115478516,0.02549883491006555,-0.0016982000695787444,0.020172938379748685,-0.055367913025393456,0
2013-08-02,Chile,35.59406661987305,0.007017892247196622,0.0005761544317010259,0.016795201142719235,0.013287521607955544,0
2013-08-05,Chile,35.00579833984375,-0.01652714443425951,-0.0006261256720839733,0.01668136270672406,-0.0225596424848733,0
2013-08-06,Chile,34.31829071044922,-0.01963982145814991,-0.0007983591088049025,0.016855028707604816,-0.027684247318719435,0
2013-08-07,Chile,33.85050582885742,-0.013630774491031561,-0.00232435143397894,0.01580915376081421,-0.07081018310062681,0
2013-08-08,Chile,35.204254150390625,0.039991967280416096,-0.0018436891191373928,0.016870172409073143,-0.057745479138980094,0
2013-08-09,Chile,35.72874069213867,0.014898385277741344,-0.0018757148627826477,0.01683628501532675,-0.05863663815964637,0
2013-08-12,Chile,35.898841857910156,0.004760905715574637,-0.0018664127628499486,0.016839995391558407,-0.05837511060307654,0
2013-08-13,Chile,35.36726379394531,-0.014807666109922457,-0.0019696001641497096,0.01691173643890274,-0.06132456955640464,0
2013-08-14,Chile,35.28932189941406,-0.002203786388038087,-0.001334502541015,0.016515572195701166,-0.04305163086177022,0
2013-08-15,Chile,35.01998519897461,-0.007632243578019171,-0.0014800013775253603,0.016552372937058683,-0.04724236940092874,0
2013-08-16,Chile,34.516761779785156,-0.014369606849639283,-0.0012005346044283716,0.016248801439992674,-0.039068460447057474,0
2013-08-19,Chile,33.79381561279297,-0.020944785365572205,-0.0019447351407737938,0.01663320089833604,-0.06049264172342095,0
2013-08-20,Chile,33.87886428833008,0.0025166934835529897,-0.001775458537734631,0.016652536279838245,-0.0557092902440508,0
2013-08-21,Chile,33.099239349365234,-0.023012133238285437,-0.0019959888285683365,0.01689488038995817,-0.06206077170570945,0
2013-08-22,Chile,33.43943405151367,0.010278021756260136,-0.0021153007162515816,0.01679138484185909,-0.06537210431260987,0
2013-08-23,Chile,34.01353454589844,0.017168367547738983,-0.0012128684861769693,0.017083287571088346,-0.03981582956438179,0
2013-08-26,Chile,33.63079833984375,-0.011252467912095887,-0.002408280800914368,0.016457291120911946,-0.07342323410070273,0
2013-08-27,Chile,32.6456184387207,-0.029293979023859995,-0.0035539794083939923,0.01710198959264948,-0.10510969391569758,0
2013-08-28,Chile,32.560569763183594,-0.002605209507571593,-0.00445683121011019,0.016265455245938813,-0.12876910318078005,0
2013-08-29,Chile,32.98582458496094,0.013060423231849638,-0.0042174426175202355,0.016474323212724122,-0.12254878880374076,0
2013-08-30,Chile,33.55284118652344,0.01718970523541241,-0.002758332221765636,0.016363170405678286,-0.08309091056929896,0
2013-09-03,Chile,33.48196792602539,-0.002112287901464338,-0.0028739426400185564,0.016345341521095173,-0.08626673137788043,0
2013-09-04,Chile,33.87886428833008,0.011854033286860188,-0.002665789874980055,0.01649616568312714,-0.08059267651569102,0
2013-09-05,Chile,34.81443786621094,0.0276152579944402,-0.0013605877302630225,0.017299242906139867,-0.044171979995720645,0
2013-09-06,Chile,35.92010498046875,0.031758867355744735,-0.0004187143346788417,0.01831268983158853,-0.017258180548323843,0
2013-09-09,Chile,36.82732009887695,0.025256471797660218,0.000914408162048419,0.018686306300679086,0.022633163125059808,1
2013-09-10,Chile,36.6713981628418,-0.0042338659347604946,0.0011734708855849411,0.018554415913723768,0.030677525684417395,1
2013-09-11,Chile,36.50837707519531,-0.004445456017863836,0.001921706208627379,0.017821723667688173,0.05445257655493019,1
2013-09-12,Chile,35.7641716003418,-0.020384512664605614,0.0013923362081791457,0.018249874321978814,0.03763095502400904,1
2013-09-13,Chile,35.3956184387207,-0.01030509432008131,0.00019887190050758377,0.017783812243996115,0.0014034489401553163,0
2013-09-16,Chile,35.96971893310547,0.016219535629210302,0.0005055933465747065,0.017983704929182096,0.010553790249487438,0
2013-09-17,Chile,35.927181243896484,-0.001182597208726932,0.0010170782540924591,0.017698512477079244,0.026320865335158317,1
2013-09-18,Chile,37.83375930786133,0.05306784439953094,0.003440667116015154,0.019643586506748266,0.10243717051856893,1
2013-09-19,Chile,38.010955810546875,0.004683555267232631,0.00405114477462396,0.019377532669046342,0.12290658233362906,1
2013-09-20,Chile,37.146263122558594,-0.02274851209472495,0.001959795462119259,0.018740000575362816,0.055164042500994714,1
2013-09-23,Chile,37.84794235229492,0.01888963170861202,0.002092837009814948,0.01884887472419828,0.05931363991853589,1
2013-09-24,Chile,37.11082077026367,-0.019475869392581502,0.0012849445062097435,0.019245807487041647,0.03376094741859936,1
2013-09-25,Chile,36.63595962524414,-0.012795759704674281,0.0013520080530513494,0.019191225777163864,0.03587203801488381,1
2013-09-26,Chile,36.8840217590332,0.006771001396620457,0.0016511676458733008,0.0192038323931694,0.04518930298985491,1
2013-09-27,Chile,36.33827590942383,-0.01479626742373119,0.0014123668510162336,0.019367101327261098,0.03764395395826203,1
2013-09-30,Chile,35.558631896972656,-0.02145517344836334,0.0011761812977254316,0.01960791008380215,0.03018446874694014,1
2013-10-01,Chile,36.14691162109375,0.016543935824796963,0.002425805337404404,0.01934230480832723,0.06963096547789638,1
2013-10-02,Chile,36.4233283996582,0.007647037220273933,0.002596816795295102,0.019365801316083488,0.07510476412884337,1
2013-10-03,Chile,36.359527587890625,-0.0017516469408703772,0.003305499671875604,0.018776376785244124,0.09850039767116026,1
2013-10-04,Chile,36.67848205566406,0.008772239050753416,0.00325530691502538,0.018759099884751395,0.09686312271794484,1
2013-10-07,Chile,36.203609466552734,-0.01294689863093712,0.00225146470906951,0.01879464180727253,0.06438833687510392,1
2013-10-08,Chile,35.79961013793945,-0.011159089785965137,0.002254577313273868,0.018792335877476467,0.06448885858074394,1
2013-10-09,Chile,35.586971282958984,-0.005939697503999364,0.003033053363935889,0.017903051876421022,0.09009946770527599,1
2013-10-10,Chile,36.834415435791016,0.03505339476386893,0.004288340172983907,0.018792238524579303,0.13125831960839585,1
2013-10-11,Chile,36.331172943115234,-0.013662290733323146,0.0033975830408114805,0.018994346613430607,0.10141775748360482,1
2013-10-14,Chile,36.692649841308594,0.009949497054756007,0.003156242768122934,0.01885857390635469,0.09357802629382883,1
