Date,Chile,Peru,Colombia
2013-06-19,-0.02482680923973024,-0.014386552940220287,0.03884291723447064
2013-06-20,-0.061212742791196484,-0.05425486206102759,-0.03739055885164555
2013-06-21,0.019541258679290463,-0.008445325418418026,0.003305781867105173
2013-06-24,-0.014472818356522033,-0.0205578137867235,-0.028418472592430022
2013-06-25,0.03214899526418957,0.01169421092153855,0.008478201002364738
2013-06-26,0.02557209783516967,-0.008891622453379155,0.013030662211536592
2013-06-27,0.015859157587098993,0.011662899392360426,0.0
2013-06-28,0.004481842717593665,0.008867567077911032,-0.005684690266768433
2013-07-01,-0.011712044070929628,0.00761775901948436,0.021574936882701623
2013-07-02,-0.02125671508207938,-0.013178665064023432,0.0024510365364791564
2013-07-03,-0.003267278482708358,-0.015330225020240174,0.07171957032893128
2013-07-05,-0.022753610042548944,-0.01946104382535785,-0.08098856359528406
2013-07-08,0.001381230724790461,-0.010992532068837213,0.009193230987809997
2013-07-09,-0.0025616046076218923,-0.007100782679724249,-0.008699508888349916
2013-07-10,-0.01639622451327427,-0.02736313895127862,-0.007444181261538341
2013-07-11,0.01385737838675749,0.032928312305692486,0.0
2013-07-12,-0.009904599354499388,-0.0034043982554914365,0.022250016530354744
2013-07-15,0.024609901530026068,0.008384925086124095,0.0
2013-07-16,0.005076979200528742,0.008931285403332767,0.028368759038604363
2013-07-17,0.024480344543914345,-0.0009157785502846849,0.0332937046305406
2013-07-18,0.005878765454151003,0.001527641598165097,0.013041816515839466
2013-07-19,-0.026583606637225587,-0.025015075130097708,0.003407805873073766
2013-07-22,0.0013560246461232772,0.029411774648753886,0.0
2013-07-23,0.005609450335705146,0.015501246232547006,0.007169831473872401
2013-07-24,-0.011540806347070776,-0.020951771754840087,-0.0063207631509684115
2013-07-25,0.0035026654882193142,-0.008254275858412763,0.007492089601582874
2013-07-26,-0.014737203104157603,0.014488001547376284,0.0
2013-07-29,-0.012005747640856157,-0.0060769822212854985,0.0
2013-07-30,-0.026892515709136977,-0.006114137727554314,-0.008982027593025133
2013-07-31,-0.0045034126511586114,-0.01261166155585558,-0.006797594723847222
2013-08-01,0.02549883491006555,0.010280516093267522,0.003041822282387141
2013-08-02,0.007017892247196622,-0.005550499878980264,0.0
2013-08-05,-0.01652714443425951,0.0043409928168001155,0.028263899839755302
2013-08-06,-0.01963982145814991,-0.008335991467285808,-0.0013124377400700604
2013-08-07,-0.013630774491031561,-0.006537760393234393,0.0
2013-08-08,0.039991967280416096,0.027890880064737944,-0.004798858153672425
2013-08-09,0.014898385277741344,0.03292699909011465,0.019658779845832974
2013-08-12,0.004760905715574637,0.033352921747037856,0.00036377697217515603
2013-08-13,-0.014807666109922457,0.001713616169883192,-0.010181843150745773
2013-08-14,-0.002203786388038087,0.003992162474612426,0.0
2013-08-15,-0.007632243578019171,0.0014198126151132584,-0.001469471314758164
2013-08-16,-0.014369606849639283,-0.009075357642401749,0.0
2013-08-19,-0.020944785365572205,-0.009731004322116377,-0.03348049437802325
2013-08-20,0.0025166934835529897,0.0026011568590484924,0.0
2013-08-21,-0.023012133238285437,-0.017007779721334715,0.0
2013-08-22,0.010278021756260136,0.013196643308518663,0.01027790076356383
2013-08-23,0.017168367547738983,0.004920423266789653,-0.006409237373913079
2013-08-26,-0.011252467912095887,-0.003168324164543712,-0.0151650343837606
2013-08-27,-0.029293979023859995,-0.02484830709879382,-0.015787441596168073
2013-08-28,-0.002605209507571593,-0.003555423022510551,0.02061817051085235
2013-08-29,0.013060423231849638,0.011299320224002596,0.0
2013-08-30,0.01718970523541241,0.002646201669333159,-0.0113849418820553
2013-09-03,-0.002112287901464338,0.0014666633503832571,0.01973628742847988
2013-09-04,0.011854033286860188,0.00814452795954157,0.0
2013-09-05,0.0276152579944402,-0.003196752063500119,0.0
2013-09-06,0.031758867355744735,0.0049564292615784655,-0.013270429532391659
2013-09-09,0.025256471797660218,0.008993139174716447,0.00963391108477496
2013-09-10,-0.0042338659347604946,0.004313009368230425,0.01717552833919589
2013-09-11,-0.004445456017863836,0.002862733844354093,0.009005620058293973
2013-09-12,-0.020384512664605614,-0.021981129218175965,-0.003346974883998599
2013-09-13,-0.01030509432008131,-0.004962137031637837,-0.007089501198426995
2013-09-16,0.016219535629210302,0.001466795401285248,0.0057609668601588115
2013-09-17,-0.001182597208726932,-0.019918156262232034,-0.00012329246176345787
2013-09-18,0.05306784439953094,0.017334368013849133,0.02242153872712427
2013-09-19,0.004683555267232631,0.011457125615502273,-0.002558468321003371
2013-09-20,-0.02274851209472495,-0.010165310277860051,0.0
2013-09-23,0.01888963170861202,-0.004988581515164681,0.0
2013-09-24,-0.019475869392581502,-0.012090738416352886,0.0
2013-09-25,-0.012795759704674281,0.00029833224057673746,0.0
