Date,Close,High,Low,Open,Volume
2013-06-03,25.278703689575195,25.34845621936657,25.04154136304069,25.153147007239962,100800
2013-06-04,25.40151596069336,25.42974566193632,25.11919740914981,25.295645830767217,18100
2013-06-05,25.175662994384766,25.387403283592775,25.16154948800121,25.302706090953723,78400
2013-06-06,25.253293991088867,25.281526381088536,25.09096178717413,25.2250642934781,87900
2013-06-07,25.260356903076172,25.30976224616458,24.970981596820074,25.16860296917372,83300
2013-06-10,25.27446746826172,25.309756606548856,25.055670503059588,25.105075835139314,99200
2013-06-11,24.462810516357422,25.13331509675251,24.42752136841861,24.93569371438363,110000
2013-06-12,24.985097885131836,25.055676177690746,24.45575261377217,24.660430739148723,992900
2013-06-13,25.422693252563477,25.577968751676345,25.0203909979435,25.0203909979435,643500
2013-06-14,25.690893173217773,25.740298519550198,25.507385293363527,25.620312183893276,452400
2013-06-17,25.909685134887695,25.937917528030386,25.690890819004824,25.690890819004824,360000
2013-06-18,26.001441955566406,26.086136452016145,25.761471971967566,25.761471971967566,348600
2013-06-19,25.627370834350586,26.079078382462747,25.61325463692341,25.846165163498398,729200
2013-06-20,24.236961364746094,25.253303558274094,24.16638305539731,25.062738892164482,113900
2013-06-21,24.032272338867188,24.399285346130647,23.926404910788058,24.328707060744563,64100
2013-06-24,23.53822135925293,23.898177692852162,23.41117826414609,23.898177692852162,95700
2013-06-25,23.8134822845459,23.982871276629208,23.658206798144963,23.76407424509966,210200
2013-06-26,23.601741790771484,24.25813018698888,23.517047295501662,23.98287105806987,86000
2013-06-27,23.87700653076172,23.96170103638444,23.509993416543534,23.62997707514324,73000
2013-06-28,24.08873748779297,24.166375218332956,23.637029992712005,23.848767544482577,69400
2013-07-01,24.272239685058594,24.434571878012758,24.138139880197865,24.138139880197865,45400
2013-07-02,23.952363967895508,24.27012878633894,23.712277986984,24.037103048627873,74600
2013-07-03,23.585168838500977,24.001793167177876,23.42981657209646,23.712274748519068,52800
2013-07-05,23.126176834106445,23.86762623966184,23.09087023264591,23.782889857412343,181900
2013-07-08,22.87196159362793,23.458061326886668,22.864901351873765,23.458061326886668,219600
2013-07-09,22.709552764892578,23.3027128357328,22.610693202039386,23.090870530515804,178900
2013-07-10,22.08814811706543,22.836659136687675,22.010471975087267,22.80841277710996,300000
2013-07-11,22.815473556518555,22.81547355651856,22.5047703648454,22.631874930344917,174700
2013-07-12,22.73780059814453,22.81547674362856,22.624817848455365,22.801353563202262,82000
2013-07-15,22.928455352783203,22.963761950612493,22.751919669916,22.87196264127974,115600
2013-07-16,23.133235931396484,23.15442204620053,22.893147282144124,22.893147282144124,181700
2013-07-17,23.112051010131836,23.3592025795168,22.91433190960044,23.3592025795168,75200
2013-07-18,23.147357940673828,23.274463848193438,22.92845541728397,23.175604296505018,83100
2013-07-19,22.56832504272461,23.16854808686207,22.504773424764107,23.16854808686207,211500
2013-07-22,23.232099533081055,23.28858955716214,22.82959834676452,22.90727179316088,220400
2013-07-23,23.592226028442383,23.59928626976515,23.232094459131122,23.443936717180126,61100
2013-07-24,23.09792709350586,23.71227318259642,23.069680738984783,23.71227318259642,52500
2013-07-25,22.907270431518555,23.225035215964525,22.85078041079532,23.02025316668591,36800
2013-07-26,23.239151000976562,23.239151000976562,22.836649966642096,22.928449251547157,20300
2013-07-29,23.09792709350586,23.563981168221087,22.822531871226946,23.239156172390608,46800
2013-07-30,22.956703186035156,23.210915046549413,22.89315022090659,23.0485025120478,20500
2013-07-31,22.66718101501465,22.942578948022863,22.638937352469863,22.850779637020125,57500
2013-08-01,22.900211334228516,22.9355179356612,22.70249221122866,22.730735876142194,74400
2013-08-02,22.773103713989258,23.09086849060304,22.773103713989258,23.041438713543208,59800
2013-08-05,22.87196159362793,23.013190672196835,22.66717956438905,22.66717956438905,62200
2013-08-06,22.68130111694336,22.879022890265155,22.63187134704302,22.822530185395948,50600
2013-08-07,22.533016204833984,22.68130554347547,22.42003346676605,22.561262562781206,38300
2013-08-08,23.161481857299805,23.203851392397926,22.73073434515853,22.744857523524573,27200
2013-08-09,23.92411994934082,23.99473315519091,23.23210029586962,23.23210029586962,491400
2013-08-12,24.72205924987793,24.72205924987793,23.888813190156885,23.888813190156885,241000
2013-08-13,24.764423370361328,25.315213794283792,24.573764525068047,24.9409590389232,253300
2013-08-14,24.8632869720459,25.01157631134932,24.602014894170207,24.72205787540032,60100
2013-08-15,24.898588180541992,24.91271135652002,24.602009566164558,24.658499576356284,40100
2013-08-16,24.672624588012695,25.032758867945955,24.580827977906292,25.032758867945955,168200
2013-08-19,24.43253517150879,24.609070838047785,24.27718561668441,24.609070838047785,249200
2013-08-20,24.4960880279541,24.58788732845413,24.192446467140574,24.277185526242363,116300
2013-08-21,24.079463958740234,24.333675750821797,24.058280540640276,24.333675750821797,103700
2013-08-22,24.397232055664062,24.481968433443317,24.213636121522203,24.44666183384537,35600
2013-08-23,24.517276763916016,24.98333086398028,24.319554965234875,24.71499586887638,61400
2013-08-26,24.439598083496094,24.644380102980207,24.397228553827503,24.453721260052294,34200
2013-08-27,23.83231544494629,24.361922454833987,23.81819226810282,24.227756315401834,66800
2013-08-28,23.747581481933594,23.97354694686594,23.684028526563818,23.881747634949416,103700
2013-08-29,24.015913009643555,24.135958674216315,23.797010487802623,23.8746866189284,52900
2013-08-30,24.079463958740234,24.143016906760625,23.888807808399573,23.98060441597974,36700
2013-09-03,24.11478042602539,24.489035290380823,24.008857916552078,24.347806175656842,104000
2013-09-04,24.31118392944336,24.38183435977762,24.12749119348958,24.38183435977762,324300
2013-09-05,24.23346710205078,24.537268807040036,24.063904989351453,24.530204841986393,292200
2013-09-06,24.353578567504883,24.664444269439226,24.212274995665105,24.586727170170274,321700
2013-09-09,24.572593688964844,24.678572029318932,24.395964918468795,24.544335133992753,380900
2013-09-10,24.67857551574707,24.87639890420467,24.67150885464985,24.79868180298446,89200
2013-09-11,24.749223709106445,24.791615586416775,24.593792215917812,24.720965152707514,15200
2013-09-12,24.20520782470703,24.614987904893592,24.20520782470703,24.614987904893592,75600
2013-09-13,24.085098266601562,24.21933515643208,24.042706393167222,24.16281535366067,70300
2013-09-16,24.120426177978516,24.424227900384096,24.042709082227134,24.176948682212736,120500
2013-09-17,23.639991760253906,24.26878969251935,23.548146748785197,24.14161677418017,881600
2013-09-18,24.049776077270508,24.501945336866907,23.18782674170151,23.60467078323095,709500
2013-09-19,24.3253173828125,24.374773228824886,24.070971491810823,24.070971491810823,264400
2013-09-20,24.07804298400879,24.339452893260635,23.957933980206366,24.25467181096258,26900
2013-09-23,23.957927703857422,24.127492519174012,23.322063015346853,23.75303767143276,51600
2013-09-24,23.668258666992188,23.85901809011329,23.498693836948473,23.80956224283836,83000
2013-09-25,23.67531967163086,23.753036763382372,23.392715250428584,23.60466924011559,89800
2013-09-26,23.392715454101562,23.908471155048904,23.371520863490687,23.823690097464183,86000
2013-09-27,23.209020614624023,23.364454803473798,23.14543414601651,23.265543117893504,58900
2013-09-30,23.046524047851562,23.103046555014238,22.94054838963376,22.961742982249024,96400
2013-10-01,23.117177963256836,23.13837255658856,22.95467979238328,22.95467979238328,72400
2013-10-02,23.046524047851562,23.18076365479218,22.778050224253285,22.778050224253285,134600
2013-10-03,22.97587013244629,23.230215985909037,22.848697205714913,22.90521700918382,82300
